Unnamed: 0,tanggal_kejadian,kota_administrasi,lokasi,rw,jumlah_terdampak_jiwa,ketinggian_air
604,27 januari 2020,jakarta selatan,"jakarta selatan, bintaro",05,596,71 - 150 cm
604,27 januari 2020,jakarta selatan,"jakarta selatan, bintaro",12,596,71 - 150 cm
605,1 januari 2020,jakarta selatan,"jakarta selatan, petukangan utara",04,150,71 - 150 cm
606,27 januari 2020,jakarta selatan,"jakarta selatan, petukangan utara",04,150,71 - 150 cm
607,1 januari 2020,jakarta selatan,"jakarta selatan, ulujami",01,321,71 - 200 cm
607,1 januari 2020,jakarta selatan,"jakarta selatan, ulujami",02,321,71 - 200 cm
607,1 januari 2020,jakarta selatan,"jakarta selatan, ulujami",05,321,71 - 200 cm
607,1 januari 2020,jakarta selatan,"jakarta selatan, ulujami",07,321,71 - 200 cm
607,1 januari 2020,jakarta selatan,"jakarta selatan, ulujami",08,321,71 - 200 cm
608,18 januari 2020,jakarta selatan,"jakarta selatan, ulujami",01,321,71 - 200 cm
608,18 januari 2020,jakarta selatan,"jakarta selatan, ulujami",02,321,71 - 200 cm
608,18 januari 2020,jakarta selatan,"jakarta selatan, ulujami",05,321,71 - 200 cm
608,18 januari 2020,jakarta selatan,"jakarta selatan, ulujami",07,321,71 - 200 cm
608,18 januari 2020,jakarta selatan,"jakarta selatan, ulujami",08,321,71 - 200 cm
609,18 januari 2020,jakarta selatan,"jakarta selatan, petukangan selatan",06,0,60 - 80 cm
610,1 januari 2020,jakarta selatan,"jakarta selatan, guntur",06,25,31 - 70 cm
611,1 januari 2020,jakarta selatan,"jakarta selatan, karet semanggi",02,325,71 - 150 cm
611,1 januari 2020,jakarta selatan,"jakarta selatan, karet semanggi",03,325,71 - 150 cm
611,1 januari 2020,jakarta selatan,"jakarta selatan, karet semanggi",04,325,71 - 150 cm
611,1 januari 2020,jakarta selatan,"jakarta selatan, karet semanggi",08,325,71 - 150 cm
612,1 januari 2020,jakarta selatan,"jakarta selatan, kuningan timur",.05,269,31 - 70 cm
613,1 januari 2020,jakarta selatan,"jakarta selatan, manggarai",01,256,31 - 150 cm
613,1 januari 2020,jakarta selatan,"jakarta selatan, manggarai",02,256,31 - 150 cm
613,1 januari 2020,jakarta selatan,"jakarta selatan, manggarai",04,256,31 - 150 cm
613,1 januari 2020,jakarta selatan,"jakarta selatan, manggarai",05,256,31 - 150 cm
613,1 januari 2020,jakarta selatan,"jakarta selatan, manggarai",10,256,31 - 150 cm
613,1 januari 2020,jakarta selatan,"jakarta selatan, manggarai",11,256,31 - 150 cm
614,1 januari 2020,jakarta selatan,"jakarta selatan, manggarai selatan",02,0,71 - 150 cm
615,1 januari 2020,jakarta selatan,"jakarta selatan, bukit duri",04,228,71 - 200 cm
615,1 januari 2020,jakarta selatan,"jakarta selatan, bukit duri",10,228,71 - 200 cm
615,1 januari 2020,jakarta selatan,"jakarta selatan, bukit duri",11,228,71 - 200 cm
615,1 januari 2020,jakarta selatan,"jakarta selatan, bukit duri",12,228,71 - 200 cm
616,24 januari 2020,jakarta selatan,"jakarta selatan, bukit duri",04,228,71 - 200 cm
616,24 januari 2020,jakarta selatan,"jakarta selatan, bukit duri",10,228,71 - 200 cm
616,24 januari 2020,jakarta selatan,"jakarta selatan, bukit duri",11,228,71 - 200 cm
616,24 januari 2020,jakarta selatan,"jakarta selatan, bukit duri",12,228,71 - 200 cm
617,1 januari 2020,jakarta selatan,"jakarta selatan, kebon baru",01,1750,15 - 100 cm
617,1 januari 2020,jakarta selatan,"jakarta selatan, kebon baru",02,1750,15 - 100 cm
617,1 januari 2020,jakarta selatan,"jakarta selatan, kebon baru",04,1750,15 - 100 cm
617,1 januari 2020,jakarta selatan,"jakarta selatan, kebon baru",08,1750,15 - 100 cm
617,1 januari 2020,jakarta selatan,"jakarta selatan, kebon baru",09,1750,15 - 100 cm
617,1 januari 2020,jakarta selatan,"jakarta selatan, kebon baru",10,1750,15 - 100 cm
618,1 januari 2020,jakarta timur,"jakarta timur, cakung barat",01,850,31 - 150 cm
618,1 januari 2020,jakarta timur,"jakarta timur, cakung barat",03,850,31 - 150 cm
618,1 januari 2020,jakarta timur,"jakarta timur, cakung barat",06,850,31 - 150 cm
618,1 januari 2020,jakarta timur,"jakarta timur, cakung barat",07,850,31 - 150 cm
618,1 januari 2020,jakarta timur,"jakarta timur, cakung barat",08,850,31 - 150 cm
619,2 januari 2020,jakarta timur,"jakarta timur, cakung timur",01,658,10 - 70 cm
619,2 januari 2020,jakarta timur,"jakarta timur, cakung timur",02,658,10 - 70 cm
619,2 januari 2020,jakarta timur,"jakarta timur, cakung timur",03,658,10 - 70 cm
619,2 januari 2020,jakarta timur,"jakarta timur, cakung timur",04,658,10 - 70 cm
619,2 januari 2020,jakarta timur,"jakarta timur, cakung timur",05,658,10 - 70 cm
619,2 januari 2020,jakarta timur,"jakarta timur, cakung timur",06,658,10 - 70 cm
619,2 januari 2020,jakarta timur,"jakarta timur, cakung timur",07,658,10 - 70 cm
619,2 januari 2020,jakarta timur,"jakarta timur, cakung timur",08,658,10 - 70 cm
619,2 januari 2020,jakarta timur,"jakarta timur, cakung timur",09,658,10 - 70 cm
619,2 januari 2020,jakarta timur,"jakarta timur, cakung timur",10,658,10 - 70 cm
619,2 januari 2020,jakarta timur,"jakarta timur, cakung timur",11,658,10 - 70 cm
619,2 januari 2020,jakarta timur,"jakarta timur, cakung timur",12,658,10 - 70 cm
620,1 januari 2020,jakarta timur,"jakarta timur, penggilingan",04,0,10 - 30 cm
620,1 januari 2020,jakarta timur,"jakarta timur, penggilingan",06,0,10 - 30 cm
620,1 januari 2020,jakarta timur,"jakarta timur, penggilingan",07,0,10 - 30 cm
621,1 januari 2020,jakarta timur,"jakarta timur, rawa terate",04,195,10 - 200 cm
621,1 januari 2020,jakarta timur,"jakarta timur, rawa terate",05,195,10 - 200 cm
622,23 januari 2020,jakarta timur,"jakarta timur, rawa terate",04,195,10 - 200 cm
622,23 januari 2020,jakarta timur,"jakarta timur, rawa terate",05,195,10 - 200 cm
623,24 januari 2020,jakarta timur,"jakarta timur, rawa terate",04,195,10 - 200 cm
623,24 januari 2020,jakarta timur,"jakarta timur, rawa terate",05,195,10 - 200 cm
624,1 januari 2020,jakarta timur,"jakarta timur, ujung menteng",01,70,31 - 70 cm
625,1 januari 2020,jakarta timur,"jakarta timur, jatinegara",. 02,150,10 - 30 cm
625,1 januari 2020,jakarta timur,"jakarta timur, jatinegara",03,150,10 - 30 cm
625,1 januari 2020,jakarta timur,"jakarta timur, jatinegara",05,150,10 - 30 cm
625,1 januari 2020,jakarta timur,"jakarta timur, jatinegara",06,150,10 - 30 cm
625,1 januari 2020,jakarta timur,"jakarta timur, jatinegara",07,150,10 - 30 cm
625,1 januari 2020,jakarta timur,"jakarta timur, jatinegara",09,150,10 - 30 cm
625,1 januari 2020,jakarta timur,"jakarta timur, jatinegara",010,150,10 - 30 cm
625,1 januari 2020,jakarta timur,"jakarta timur, jatinegara",12,150,10 - 30 cm
625,1 januari 2020,jakarta timur,"jakarta timur, jatinegara",13,150,10 - 30 cm
625,1 januari 2020,jakarta timur,"jakarta timur, jatinegara",14,150,10 - 30 cm
626,1 januari 2020,jakarta timur,"jakarta timur, bambu apus",01,48,31 - 150 cm
626,1 januari 2020,jakarta timur,"jakarta timur, bambu apus",02,48,31 - 150 cm
626,1 januari 2020,jakarta timur,"jakarta timur, bambu apus",03,48,31 - 150 cm
626,1 januari 2020,jakarta timur,"jakarta timur, bambu apus",05,48,31 - 150 cm
627,1 januari 2020,jakarta timur,"jakarta timur, ceger",01,80,31 - 70 cm
627,1 januari 2020,jakarta timur,"jakarta timur, ceger",02,80,31 - 70 cm
627,1 januari 2020,jakarta timur,"jakarta timur, ceger",05,80,31 - 70 cm
628,1 januari 2020,jakarta timur,"jakarta timur, cipayung",03,190,31 - 150 cm
628,1 januari 2020,jakarta timur,"jakarta timur, cipayung",04,190,31 - 150 cm
628,1 januari 2020,jakarta timur,"jakarta timur, cipayung",06,190,31 - 150 cm
628,1 januari 2020,jakarta timur,"jakarta timur, cipayung",07,190,31 - 150 cm
629,1 januari 2020,jakarta timur,"jakarta timur, lubang buaya",03,0,71 - 150 cm
629,1 januari 2020,jakarta timur,"jakarta timur, lubang buaya",12,0,71 - 150 cm
630,1 januari 2020,jakarta timur,"jakarta timur, setu",01,47,71 - 150 cm
630,1 januari 2020,jakarta timur,"jakarta timur, setu",02,47,71 - 150 cm
630,1 januari 2020,jakarta timur,"jakarta timur, setu",03,47,71 - 150 cm
630,1 januari 2020,jakarta timur,"jakarta timur, setu",04,47,71 - 150 cm
630,1 januari 2020,jakarta timur,"jakarta timur, setu",05,47,71 - 150 cm
631,1 januari 2020,jakarta timur,"jakarta timur, cibubur",03,20,10 - 70 cm
631,1 januari 2020,jakarta timur,"jakarta timur, cibubur",12,20,10 - 70 cm
631,1 januari 2020,jakarta timur,"jakarta timur, cibubur",14,20,10 - 70 cm
632,26 januari 2020,jakarta timur,"jakarta timur, cibubur",03,20,10 - 70 cm
632,26 januari 2020,jakarta timur,"jakarta timur, cibubur",12,20,10 - 70 cm
632,26 januari 2020,jakarta timur,"jakarta timur, cibubur",14,20,10 - 70 cm
633,1 januari 2020,jakarta timur,"jakarta timur, kelapa dua wetan",01,335,10 - 150 cm
633,1 januari 2020,jakarta timur,"jakarta timur, kelapa dua wetan",02,335,10 - 150 cm
633,1 januari 2020,jakarta timur,"jakarta timur, kelapa dua wetan",08,335,10 - 150 cm
633,1 januari 2020,jakarta timur,"jakarta timur, kelapa dua wetan",09,335,10 - 150 cm
633,1 januari 2020,jakarta timur,"jakarta timur, kelapa dua wetan",10,335,10 - 150 cm
633,1 januari 2020,jakarta timur,"jakarta timur, kelapa dua wetan",11,335,10 - 150 cm
634,1 januari 2020,jakarta timur,"jakarta timur, rambutan",02,65,31 - 200 cm
634,1 januari 2020,jakarta timur,"jakarta timur, rambutan",03,65,31 - 200 cm
634,1 januari 2020,jakarta timur,"jakarta timur, rambutan",04,65,31 - 200 cm
634,1 januari 2020,jakarta timur,"jakarta timur, rambutan",05,65,31 - 200 cm
635,1 januari 2020,jakarta timur,"jakarta timur, susukan",.05,1868,20 - 70 cm
636,5 januari 2020,jakarta timur,"jakarta timur, susukan",.05,1868,20 - 70 cm
637,1 januari 2020,jakarta timur,"jakarta timur, klender",01,470,10 - 150 cm
637,1 januari 2020,jakarta timur,"jakarta timur, klender",02,470,10 - 150 cm
637,1 januari 2020,jakarta timur,"jakarta timur, klender",03,470,10 - 150 cm
637,1 januari 2020,jakarta timur,"jakarta timur, klender",04,470,10 - 150 cm
637,1 januari 2020,jakarta timur,"jakarta timur, klender",07,470,10 - 150 cm
637,1 januari 2020,jakarta timur,"jakarta timur, klender",09,470,10 - 150 cm
637,1 januari 2020,jakarta timur,"jakarta timur, klender",10,470,10 - 150 cm
637,1 januari 2020,jakarta timur,"jakarta timur, klender",11,470,10 - 150 cm
637,1 januari 2020,jakarta timur,"jakarta timur, klender",15,470,10 - 150 cm
637,1 januari 2020,jakarta timur,"jakarta timur, klender",16,470,10 - 150 cm
638,1 januari 2020,jakarta timur,"jakarta timur, malaka jaya",01,220,71 - 150 cm
639,1 januari 2020,jakarta timur,"jakarta timur, pondok bambu",07,274,31 - 150 cm
640,1 januari 2020,jakarta timur,"jakarta timur, pondok kelapa",05,465,71 - 170 cm
640,1 januari 2020,jakarta timur,"jakarta timur, pondok kelapa",06,465,71 - 170 cm
640,1 januari 2020,jakarta timur,"jakarta timur, pondok kelapa",08,465,71 - 170 cm
640,1 januari 2020,jakarta timur,"jakarta timur, pondok kelapa",09,465,71 - 170 cm
640,1 januari 2020,jakarta timur,"jakarta timur, pondok kelapa",10,465,71 - 170 cm
641,1 januari 2020,jakarta timur,"jakarta timur, pondok kopi",03,220,10 - 30 cm
641,1 januari 2020,jakarta timur,"jakarta timur, pondok kopi",04,220,10 - 30 cm
642,1 januari 2020,jakarta timur,"jakarta timur, bidara cina",03,3577,31 - 200 cm
642,1 januari 2020,jakarta timur,"jakarta timur, bidara cina",04,3577,31 - 200 cm
642,1 januari 2020,jakarta timur,"jakarta timur, bidara cina",05,3577,31 - 200 cm
642,1 januari 2020,jakarta timur,"jakarta timur, bidara cina",06,3577,31 - 200 cm
642,1 januari 2020,jakarta timur,"jakarta timur, bidara cina",07,3577,31 - 200 cm
642,1 januari 2020,jakarta timur,"jakarta timur, bidara cina",11,3577,31 - 200 cm
642,1 januari 2020,jakarta timur,"jakarta timur, bidara cina",12,3577,31 - 200 cm
642,1 januari 2020,jakarta timur,"jakarta timur, bidara cina",14,3577,31 - 200 cm
642,1 januari 2020,jakarta timur,"jakarta timur, bidara cina",15,3577,31 - 200 cm
642,1 januari 2020,jakarta timur,"jakarta timur, bidara cina",16,3577,31 - 200 cm
643,9 januari 2020,jakarta timur,"jakarta timur, bidara cina",03,3577,31 - 200 cm
643,9 januari 2020,jakarta timur,"jakarta timur, bidara cina",04,3577,31 - 200 cm
643,9 januari 2020,jakarta timur,"jakarta timur, bidara cina",05,3577,31 - 200 cm
643,9 januari 2020,jakarta timur,"jakarta timur, bidara cina",06,3577,31 - 200 cm
643,9 januari 2020,jakarta timur,"jakarta timur, bidara cina",07,3577,31 - 200 cm
643,9 januari 2020,jakarta timur,"jakarta timur, bidara cina",11,3577,31 - 200 cm
643,9 januari 2020,jakarta timur,"jakarta timur, bidara cina",12,3577,31 - 200 cm
643,9 januari 2020,jakarta timur,"jakarta timur, bidara cina",14,3577,31 - 200 cm
643,9 januari 2020,jakarta timur,"jakarta timur, bidara cina",15,3577,31 - 200 cm
643,9 januari 2020,jakarta timur,"jakarta timur, bidara cina",16,3577,31 - 200 cm
644,1 januari 2020,jakarta timur,"jakarta timur, cipinang besar selatan",01,279,71 - 150 cm
644,1 januari 2020,jakarta timur,"jakarta timur, cipinang besar selatan",02,279,71 - 150 cm
645,1 januari 2020,jakarta timur,"jakarta timur, cipinang muara",02,932,10 - 150 cm
645,1 januari 2020,jakarta timur,"jakarta timur, cipinang muara",04,932,10 - 150 cm
645,1 januari 2020,jakarta timur,"jakarta timur, cipinang muara",11,932,10 - 150 cm
645,1 januari 2020,jakarta timur,"jakarta timur, cipinang muara",12,932,10 - 150 cm
645,1 januari 2020,jakarta timur,"jakarta timur, cipinang muara",13,932,10 - 150 cm
645,1 januari 2020,jakarta timur,"jakarta timur, cipinang muara",15,932,10 - 150 cm
645,1 januari 2020,jakarta timur,"jakarta timur, cipinang muara",16,932,10 - 150 cm
646,1 januari 2020,jakarta timur,"jakarta timur, kampung melayu",01,2556,10 - 350 cm
646,1 januari 2020,jakarta timur,"jakarta timur, kampung melayu",02,2556,10 - 350 cm
646,1 januari 2020,jakarta timur,"jakarta timur, kampung melayu",03,2556,10 - 350 cm
646,1 januari 2020,jakarta timur,"jakarta timur, kampung melayu",04,2556,10 - 350 cm
646,1 januari 2020,jakarta timur,"jakarta timur, kampung melayu",05,2556,10 - 350 cm
646,1 januari 2020,jakarta timur,"jakarta timur, kampung melayu",06,2556,10 - 350 cm
646,1 januari 2020,jakarta timur,"jakarta timur, kampung melayu",07,2556,10 - 350 cm
646,1 januari 2020,jakarta timur,"jakarta timur, kampung melayu",08,2556,10 - 350 cm
647,9 januari 2020,jakarta timur,"jakarta timur, kampung melayu",01,2556,10 - 350 cm
647,9 januari 2020,jakarta timur,"jakarta timur, kampung melayu",02,2556,10 - 350 cm
647,9 januari 2020,jakarta timur,"jakarta timur, kampung melayu",03,2556,10 - 350 cm
647,9 januari 2020,jakarta timur,"jakarta timur, kampung melayu",04,2556,10 - 350 cm
647,9 januari 2020,jakarta timur,"jakarta timur, kampung melayu",05,2556,10 - 350 cm
647,9 januari 2020,jakarta timur,"jakarta timur, kampung melayu",06,2556,10 - 350 cm
647,9 januari 2020,jakarta timur,"jakarta timur, kampung melayu",07,2556,10 - 350 cm
647,9 januari 2020,jakarta timur,"jakarta timur, kampung melayu",08,2556,10 - 350 cm
648,18 januari 2020,jakarta timur,"jakarta timur, kampung melayu",01,2556,10 - 350 cm
648,18 januari 2020,jakarta timur,"jakarta timur, kampung melayu",02,2556,10 - 350 cm
648,18 januari 2020,jakarta timur,"jakarta timur, kampung melayu",03,2556,10 - 350 cm
648,18 januari 2020,jakarta timur,"jakarta timur, kampung melayu",04,2556,10 - 350 cm
648,18 januari 2020,jakarta timur,"jakarta timur, kampung melayu",05,2556,10 - 350 cm
648,18 januari 2020,jakarta timur,"jakarta timur, kampung melayu",06,2556,10 - 350 cm
648,18 januari 2020,jakarta timur,"jakarta timur, kampung melayu",07,2556,10 - 350 cm
648,18 januari 2020,jakarta timur,"jakarta timur, kampung melayu",08,2556,10 - 350 cm
649,1 januari 2020,jakarta timur,"jakarta timur, rawa bunga",04,4560,31 - 70 cm
649,1 januari 2020,jakarta timur,"jakarta timur, rawa bunga",05,4560,31 - 70 cm
649,1 januari 2020,jakarta timur,"jakarta timur, rawa bunga",06,4560,31 - 70 cm
650,1 januari 2020,jakarta timur,"jakarta timur, bale kambang",01,177,31 - 150 cm
650,1 januari 2020,jakarta timur,"jakarta timur, bale kambang",04,177,31 - 150 cm
650,1 januari 2020,jakarta timur,"jakarta timur, bale kambang",05,177,31 - 150 cm
651,1 januari 2020,jakarta timur,"jakarta timur, batu ampar",01,24,31 - 150 cm
651,1 januari 2020,jakarta timur,"jakarta timur, batu ampar",02,24,31 - 150 cm
651,1 januari 2020,jakarta timur,"jakarta timur, batu ampar",04,24,31 - 150 cm
651,1 januari 2020,jakarta timur,"jakarta timur, batu ampar",05,24,31 - 150 cm
651,1 januari 2020,jakarta timur,"jakarta timur, batu ampar",06,24,31 - 150 cm
651,1 januari 2020,jakarta timur,"jakarta timur, batu ampar",07,24,31 - 150 cm
652,1 januari 2020,jakarta timur,"jakarta timur, cawang",01,1500,71 - 200 cm
652,1 januari 2020,jakarta timur,"jakarta timur, cawang",02,1500,71 - 200 cm
652,1 januari 2020,jakarta timur,"jakarta timur, cawang",03,1500,71 - 200 cm
652,1 januari 2020,jakarta timur,"jakarta timur, cawang",05,1500,71 - 200 cm
652,1 januari 2020,jakarta timur,"jakarta timur, cawang",08,1500,71 - 200 cm
652,1 januari 2020,jakarta timur,"jakarta timur, cawang",12,1500,71 - 200 cm
653,18 januari 2020,jakarta timur,"jakarta timur, cawang",01,1500,71 - 200 cm
653,18 januari 2020,jakarta timur,"jakarta timur, cawang",02,1500,71 - 200 cm
653,18 januari 2020,jakarta timur,"jakarta timur, cawang",03,1500,71 - 200 cm
653,18 januari 2020,jakarta timur,"jakarta timur, cawang",05,1500,71 - 200 cm
653,18 januari 2020,jakarta timur,"jakarta timur, cawang",08,1500,71 - 200 cm
653,18 januari 2020,jakarta timur,"jakarta timur, cawang",12,1500,71 - 200 cm
654,1 januari 2020,jakarta timur,"jakarta timur, cililitan",05,58,71 - 200 cm
654,1 januari 2020,jakarta timur,"jakarta timur, cililitan",06,58,71 - 200 cm
654,1 januari 2020,jakarta timur,"jakarta timur, cililitan",07,58,71 - 200 cm
654,1 januari 2020,jakarta timur,"jakarta timur, cililitan",15,58,71 - 200 cm
654,1 januari 2020,jakarta timur,"jakarta timur, cililitan",16,58,71 - 200 cm
655,1 januari 2020,jakarta timur,"jakarta timur, dukuh",01,1119,31 - 150 cm
655,1 januari 2020,jakarta timur,"jakarta timur, dukuh",02,1119,31 - 150 cm
655,1 januari 2020,jakarta timur,"jakarta timur, dukuh",03,1119,31 - 150 cm
655,1 januari 2020,jakarta timur,"jakarta timur, dukuh",04,1119,31 - 150 cm
655,1 januari 2020,jakarta timur,"jakarta timur, dukuh",05,1119,31 - 150 cm
655,1 januari 2020,jakarta timur,"jakarta timur, dukuh",06,1119,31 - 150 cm
656,26 januari 2020,jakarta timur,"jakarta timur, dukuh",01,1119,31 - 150 cm
656,26 januari 2020,jakarta timur,"jakarta timur, dukuh",02,1119,31 - 150 cm
656,26 januari 2020,jakarta timur,"jakarta timur, dukuh",03,1119,31 - 150 cm
656,26 januari 2020,jakarta timur,"jakarta timur, dukuh",04,1119,31 - 150 cm
656,26 januari 2020,jakarta timur,"jakarta timur, dukuh",05,1119,31 - 150 cm
656,26 januari 2020,jakarta timur,"jakarta timur, dukuh",06,1119,31 - 150 cm
657,2 januari 2020,jakarta timur,"jakarta timur, tengah",01,0,10 - 150 cm
657,2 januari 2020,jakarta timur,"jakarta timur, tengah",02,0,10 - 150 cm
657,2 januari 2020,jakarta timur,"jakarta timur, tengah",03,0,10 - 150 cm
657,2 januari 2020,jakarta timur,"jakarta timur, tengah",04,0,10 - 150 cm
657,2 januari 2020,jakarta timur,"jakarta timur, tengah",05,0,10 - 150 cm
657,2 januari 2020,jakarta timur,"jakarta timur, tengah",06,0,10 - 150 cm
657,2 januari 2020,jakarta timur,"jakarta timur, tengah",07,0,10 - 150 cm
657,2 januari 2020,jakarta timur,"jakarta timur, tengah",08,0,10 - 150 cm
657,2 januari 2020,jakarta timur,"jakarta timur, tengah",09,0,10 - 150 cm
657,2 januari 2020,jakarta timur,"jakarta timur, tengah",10,0,10 - 150 cm
658,18 januari 2020,jakarta timur,"jakarta timur, tengah",01,0,10 - 150 cm
658,18 januari 2020,jakarta timur,"jakarta timur, tengah",02,0,10 - 150 cm
658,18 januari 2020,jakarta timur,"jakarta timur, tengah",03,0,10 - 150 cm
658,18 januari 2020,jakarta timur,"jakarta timur, tengah",04,0,10 - 150 cm
658,18 januari 2020,jakarta timur,"jakarta timur, tengah",05,0,10 - 150 cm
658,18 januari 2020,jakarta timur,"jakarta timur, tengah",06,0,10 - 150 cm
658,18 januari 2020,jakarta timur,"jakarta timur, tengah",07,0,10 - 150 cm
