,Unnamed: 0,tanggal_kejadian,kota_administrasi,lokasi,rw,jumlah_terdampak_jiwa,ketinggian_air
4228,1116,16 maret 2020,jakarta selatan,"jakarta selatan, cipete selatan",7,0,15
4229,1117,16 maret 2020,jakarta selatan,"jakarta selatan, pondok labu",1,0,10 - 50 
4230,1117,16 maret 2020,jakarta selatan,"jakarta selatan, pondok labu",3,0,10 - 50 
4231,1117,16 maret 2020,jakarta selatan,"jakarta selatan, pondok labu",7,0,10 - 50 
4232,1117,16 maret 2020,jakarta selatan,"jakarta selatan, pondok labu",10,0,10 - 50 
4233,1118,16 maret 2020,jakarta selatan,"jakarta selatan, bangka",2,0,20 - 40 
4234,1118,16 maret 2020,jakarta selatan,"jakarta selatan, bangka",3,0,20 - 40 
4235,1118,16 maret 2020,jakarta selatan,"jakarta selatan, bangka",4,0,20 - 40 
4236,1119,16 maret 2020,jakarta selatan,"jakarta selatan, kuningan barat",5,0,40
4237,1120,16 maret 2020,jakarta selatan,"jakarta selatan, cipedak",4,0,70
4238,1121,20 maret 2020,jakarta selatan,"jakarta selatan, menteng atas",7,0,10 - 60 
4239,1121,20 maret 2020,jakarta selatan,"jakarta selatan, menteng atas",8,0,10 - 60 
4240,1121,20 maret 2020,jakarta selatan,"jakarta selatan, menteng atas",9,0,10 - 60 
4241,1121,20 maret 2020,jakarta selatan,"jakarta selatan, menteng atas",14,0,10 - 60 
4242,1121,20 maret 2020,jakarta selatan,"jakarta selatan, menteng atas",15,0,10 - 60 
4243,1122,1 maret 2020,jakarta timur,"jakarta timur, cipinang muara",13,456,5 - 50 
4244,1123,2 maret 2020,jakarta timur,"jakarta timur, cipinang muara",13,456,5 - 50 
4245,1124,16 maret 2020,jakarta timur,"jakarta timur, cipinang muara",13,456,5 - 50 
4246,1125,1 maret 2020,jakarta timur,"jakarta timur, kampung melayu",4,1068,25 - 110 
4247,1125,1 maret 2020,jakarta timur,"jakarta timur, kampung melayu",5,1068,25 - 110 
4248,1125,1 maret 2020,jakarta timur,"jakarta timur, kampung melayu",7,1068,25 - 110 
4249,1125,1 maret 2020,jakarta timur,"jakarta timur, kampung melayu",8,1068,25 - 110 
4250,1126,2 maret 2020,jakarta timur,"jakarta timur, kampung melayu",4,1068,25 - 110 
4251,1126,2 maret 2020,jakarta timur,"jakarta timur, kampung melayu",5,1068,25 - 110 
4252,1126,2 maret 2020,jakarta timur,"jakarta timur, kampung melayu",7,1068,25 - 110 
4253,1126,2 maret 2020,jakarta timur,"jakarta timur, kampung melayu",8,1068,25 - 110 
4254,1127,16 maret 2020,jakarta timur,"jakarta timur, kampung melayu",4,1068,25 - 110 
4255,1127,16 maret 2020,jakarta timur,"jakarta timur, kampung melayu",5,1068,25 - 110 
4256,1127,16 maret 2020,jakarta timur,"jakarta timur, kampung melayu",7,1068,25 - 110 
4257,1127,16 maret 2020,jakarta timur,"jakarta timur, kampung melayu",8,1068,25 - 110 
4258,1128,18 maret 2020,jakarta timur,"jakarta timur, kampung melayu",4,1068,25 - 110 
4259,1128,18 maret 2020,jakarta timur,"jakarta timur, kampung melayu",5,1068,25 - 110 
4260,1128,18 maret 2020,jakarta timur,"jakarta timur, kampung melayu",7,1068,25 - 110 
4261,1128,18 maret 2020,jakarta timur,"jakarta timur, kampung melayu",8,1068,25 - 110 
4262,1129,23 maret 2020,jakarta timur,"jakarta timur, kampung melayu",4,1068,25 - 110 
4263,1129,23 maret 2020,jakarta timur,"jakarta timur, kampung melayu",5,1068,25 - 110 
4264,1129,23 maret 2020,jakarta timur,"jakarta timur, kampung melayu",7,1068,25 - 110 
4265,1129,23 maret 2020,jakarta timur,"jakarta timur, kampung melayu",8,1068,25 - 110 
4266,1130,25 maret 2020,jakarta timur,"jakarta timur, kampung melayu",4,1068,25 - 110 
4267,1130,25 maret 2020,jakarta timur,"jakarta timur, kampung melayu",5,1068,25 - 110 
4268,1130,25 maret 2020,jakarta timur,"jakarta timur, kampung melayu",7,1068,25 - 110 
4269,1130,25 maret 2020,jakarta timur,"jakarta timur, kampung melayu",8,1068,25 - 110 
4270,1131,26 maret 2020,jakarta timur,"jakarta timur, kampung melayu",4,1068,25 - 110 
4271,1131,26 maret 2020,jakarta timur,"jakarta timur, kampung melayu",5,1068,25 - 110 
4272,1131,26 maret 2020,jakarta timur,"jakarta timur, kampung melayu",7,1068,25 - 110 
4273,1131,26 maret 2020,jakarta timur,"jakarta timur, kampung melayu",8,1068,25 - 110 
4274,1132,27 maret 2020,jakarta timur,"jakarta timur, kampung melayu",4,1068,25 - 110 
4275,1132,27 maret 2020,jakarta timur,"jakarta timur, kampung melayu",5,1068,25 - 110 
4276,1132,27 maret 2020,jakarta timur,"jakarta timur, kampung melayu",7,1068,25 - 110 
4277,1132,27 maret 2020,jakarta timur,"jakarta timur, kampung melayu",8,1068,25 - 110 
4278,1133,28 maret 2020,jakarta timur,"jakarta timur, kampung melayu",4,1068,25 - 110 
4279,1133,28 maret 2020,jakarta timur,"jakarta timur, kampung melayu",5,1068,25 - 110 
4280,1133,28 maret 2020,jakarta timur,"jakarta timur, kampung melayu",7,1068,25 - 110 
4281,1133,28 maret 2020,jakarta timur,"jakarta timur, kampung melayu",8,1068,25 - 110 
4282,1134,30 maret 2020,jakarta timur,"jakarta timur, kampung melayu",4,1068,25 - 110 
4283,1134,30 maret 2020,jakarta timur,"jakarta timur, kampung melayu",5,1068,25 - 110 
4284,1134,30 maret 2020,jakarta timur,"jakarta timur, kampung melayu",7,1068,25 - 110 
4285,1134,30 maret 2020,jakarta timur,"jakarta timur, kampung melayu",8,1068,25 - 110 
4286,1135,1 maret 2020,jakarta timur,"jakarta timur, bidara cina",5,4838,20 - 140 
4287,1135,1 maret 2020,jakarta timur,"jakarta timur, bidara cina",6,4838,20 - 140 
4288,1135,1 maret 2020,jakarta timur,"jakarta timur, bidara cina",7,4838,20 - 140 
4289,1135,1 maret 2020,jakarta timur,"jakarta timur, bidara cina",10,4838,20 - 140 
4290,1135,1 maret 2020,jakarta timur,"jakarta timur, bidara cina",11,4838,20 - 140 
4291,1136,2 maret 2020,jakarta timur,"jakarta timur, bidara cina",5,4838,20 - 140 
4292,1136,2 maret 2020,jakarta timur,"jakarta timur, bidara cina",6,4838,20 - 140 
4293,1136,2 maret 2020,jakarta timur,"jakarta timur, bidara cina",7,4838,20 - 140 
4294,1136,2 maret 2020,jakarta timur,"jakarta timur, bidara cina",10,4838,20 - 140 
4295,1136,2 maret 2020,jakarta timur,"jakarta timur, bidara cina",11,4838,20 - 140 
4296,1137,16 maret 2020,jakarta timur,"jakarta timur, bidara cina",5,4838,20 - 140 
4297,1137,16 maret 2020,jakarta timur,"jakarta timur, bidara cina",6,4838,20 - 140 
4298,1137,16 maret 2020,jakarta timur,"jakarta timur, bidara cina",7,4838,20 - 140 
4299,1137,16 maret 2020,jakarta timur,"jakarta timur, bidara cina",10,4838,20 - 140 
4300,1137,16 maret 2020,jakarta timur,"jakarta timur, bidara cina",11,4838,20 - 140 
4301,1138,18 maret 2020,jakarta timur,"jakarta timur, bidara cina",5,4838,20 - 140 
4302,1138,18 maret 2020,jakarta timur,"jakarta timur, bidara cina",6,4838,20 - 140 
4303,1138,18 maret 2020,jakarta timur,"jakarta timur, bidara cina",7,4838,20 - 140 
4304,1138,18 maret 2020,jakarta timur,"jakarta timur, bidara cina",10,4838,20 - 140 
4305,1138,18 maret 2020,jakarta timur,"jakarta timur, bidara cina",11,4838,20 - 140 
4306,1139,25 maret 2020,jakarta timur,"jakarta timur, bidara cina",5,4838,20 - 140 
4307,1139,25 maret 2020,jakarta timur,"jakarta timur, bidara cina",6,4838,20 - 140 
4308,1139,25 maret 2020,jakarta timur,"jakarta timur, bidara cina",7,4838,20 - 140 
4309,1139,25 maret 2020,jakarta timur,"jakarta timur, bidara cina",10,4838,20 - 140 
4310,1139,25 maret 2020,jakarta timur,"jakarta timur, bidara cina",11,4838,20 - 140 
4311,1140,26 maret 2020,jakarta timur,"jakarta timur, bidara cina",5,4838,20 - 140 
4312,1140,26 maret 2020,jakarta timur,"jakarta timur, bidara cina",6,4838,20 - 140 
4313,1140,26 maret 2020,jakarta timur,"jakarta timur, bidara cina",7,4838,20 - 140 
4314,1140,26 maret 2020,jakarta timur,"jakarta timur, bidara cina",10,4838,20 - 140 
4315,1140,26 maret 2020,jakarta timur,"jakarta timur, bidara cina",11,4838,20 - 140 
4316,1141,27 maret 2020,jakarta timur,"jakarta timur, bidara cina",5,4838,20 - 140 
4317,1141,27 maret 2020,jakarta timur,"jakarta timur, bidara cina",6,4838,20 - 140 
4318,1141,27 maret 2020,jakarta timur,"jakarta timur, bidara cina",7,4838,20 - 140 
4319,1141,27 maret 2020,jakarta timur,"jakarta timur, bidara cina",10,4838,20 - 140 
4320,1141,27 maret 2020,jakarta timur,"jakarta timur, bidara cina",11,4838,20 - 140 
4321,1142,30 maret 2020,jakarta timur,"jakarta timur, bidara cina",5,4838,20 - 140 
4322,1142,30 maret 2020,jakarta timur,"jakarta timur, bidara cina",6,4838,20 - 140 
4323,1142,30 maret 2020,jakarta timur,"jakarta timur, bidara cina",7,4838,20 - 140 
4324,1142,30 maret 2020,jakarta timur,"jakarta timur, bidara cina",10,4838,20 - 140 
4325,1142,30 maret 2020,jakarta timur,"jakarta timur, bidara cina",11,4838,20 - 140 
4326,1143,1 maret 2020,jakarta timur,"jakarta timur, cawang",1,0,10 - 115 
4327,1143,1 maret 2020,jakarta timur,"jakarta timur, cawang",2,0,10 - 115 
4328,1143,1 maret 2020,jakarta timur,"jakarta timur, cawang",3,0,10 - 115 
4329,1143,1 maret 2020,jakarta timur,"jakarta timur, cawang",5,0,10 - 115 
4330,1143,1 maret 2020,jakarta timur,"jakarta timur, cawang",8,0,10 - 115 
4331,1143,1 maret 2020,jakarta timur,"jakarta timur, cawang",12,0,10 - 115 
4332,1144,2 maret 2020,jakarta timur,"jakarta timur, cawang",1,0,10 - 115 
4333,1144,2 maret 2020,jakarta timur,"jakarta timur, cawang",2,0,10 - 115 
4334,1144,2 maret 2020,jakarta timur,"jakarta timur, cawang",3,0,10 - 115 
4335,1144,2 maret 2020,jakarta timur,"jakarta timur, cawang",5,0,10 - 115 
4336,1144,2 maret 2020,jakarta timur,"jakarta timur, cawang",8,0,10 - 115 
4337,1144,2 maret 2020,jakarta timur,"jakarta timur, cawang",12,0,10 - 115 
4338,1145,16 maret 2020,jakarta timur,"jakarta timur, cawang",1,0,10 - 115 
4339,1145,16 maret 2020,jakarta timur,"jakarta timur, cawang",2,0,10 - 115 
4340,1145,16 maret 2020,jakarta timur,"jakarta timur, cawang",3,0,10 - 115 
4341,1145,16 maret 2020,jakarta timur,"jakarta timur, cawang",5,0,10 - 115 
4342,1145,16 maret 2020,jakarta timur,"jakarta timur, cawang",8,0,10 - 115 
4343,1145,16 maret 2020,jakarta timur,"jakarta timur, cawang",12,0,10 - 115 
4344,1146,23 maret 2020,jakarta timur,"jakarta timur, cawang",1,0,10 - 115 
4345,1146,23 maret 2020,jakarta timur,"jakarta timur, cawang",2,0,10 - 115 
4346,1146,23 maret 2020,jakarta timur,"jakarta timur, cawang",3,0,10 - 115 
4347,1146,23 maret 2020,jakarta timur,"jakarta timur, cawang",5,0,10 - 115 
4348,1146,23 maret 2020,jakarta timur,"jakarta timur, cawang",8,0,10 - 115 
4349,1146,23 maret 2020,jakarta timur,"jakarta timur, cawang",12,0,10 - 115 
4350,1147,25 maret 2020,jakarta timur,"jakarta timur, cawang",1,0,10 - 115 
4351,1147,25 maret 2020,jakarta timur,"jakarta timur, cawang",2,0,10 - 115 
4352,1147,25 maret 2020,jakarta timur,"jakarta timur, cawang",3,0,10 - 115 
4353,1147,25 maret 2020,jakarta timur,"jakarta timur, cawang",5,0,10 - 115 
4354,1147,25 maret 2020,jakarta timur,"jakarta timur, cawang",8,0,10 - 115 
4355,1147,25 maret 2020,jakarta timur,"jakarta timur, cawang",12,0,10 - 115 
4356,1148,26 maret 2020,jakarta timur,"jakarta timur, cawang",1,0,10 - 115 
4357,1148,26 maret 2020,jakarta timur,"jakarta timur, cawang",2,0,10 - 115 
4358,1148,26 maret 2020,jakarta timur,"jakarta timur, cawang",3,0,10 - 115 
4359,1148,26 maret 2020,jakarta timur,"jakarta timur, cawang",5,0,10 - 115 
4360,1148,26 maret 2020,jakarta timur,"jakarta timur, cawang",8,0,10 - 115 
4361,1148,26 maret 2020,jakarta timur,"jakarta timur, cawang",12,0,10 - 115 
4362,1149,27 maret 2020,jakarta timur,"jakarta timur, cawang",1,0,10 - 115 
4363,1149,27 maret 2020,jakarta timur,"jakarta timur, cawang",2,0,10 - 115 
4364,1149,27 maret 2020,jakarta timur,"jakarta timur, cawang",3,0,10 - 115 
4365,1149,27 maret 2020,jakarta timur,"jakarta timur, cawang",5,0,10 - 115 
4366,1149,27 maret 2020,jakarta timur,"jakarta timur, cawang",8,0,10 - 115 
4367,1149,27 maret 2020,jakarta timur,"jakarta timur, cawang",12,0,10 - 115 
4368,1150,28 maret 2020,jakarta timur,"jakarta timur, cawang",1,0,10 - 115 
4369,1150,28 maret 2020,jakarta timur,"jakarta timur, cawang",2,0,10 - 115 
4370,1150,28 maret 2020,jakarta timur,"jakarta timur, cawang",3,0,10 - 115 
4371,1150,28 maret 2020,jakarta timur,"jakarta timur, cawang",5,0,10 - 115 
4372,1150,28 maret 2020,jakarta timur,"jakarta timur, cawang",8,0,10 - 115 
4373,1150,28 maret 2020,jakarta timur,"jakarta timur, cawang",12,0,10 - 115 
4374,1151,30 maret 2020,jakarta timur,"jakarta timur, cawang",1,0,10 - 115 
4375,1151,30 maret 2020,jakarta timur,"jakarta timur, cawang",2,0,10 - 115 
4376,1151,30 maret 2020,jakarta timur,"jakarta timur, cawang",3,0,10 - 115 
4377,1151,30 maret 2020,jakarta timur,"jakarta timur, cawang",5,0,10 - 115 
4378,1151,30 maret 2020,jakarta timur,"jakarta timur, cawang",8,0,10 - 115 
4379,1151,30 maret 2020,jakarta timur,"jakarta timur, cawang",12,0,10 - 115 
4380,1152,1 maret 2020,jakarta timur,"jakarta timur, cililitan",6,43,5 - 100 
4381,1152,1 maret 2020,jakarta timur,"jakarta timur, cililitan",7,43,5 - 100 
4382,1153,16 maret 2020,jakarta timur,"jakarta timur, cililitan",6,43,5 - 100 
4383,1153,16 maret 2020,jakarta timur,"jakarta timur, cililitan",7,43,5 - 100 
4384,1154,25 maret 2020,jakarta timur,"jakarta timur, cililitan",6,43,5 - 100 
4385,1154,25 maret 2020,jakarta timur,"jakarta timur, cililitan",7,43,5 - 100 
4386,1155,28 maret 2020,jakarta timur,"jakarta timur, cililitan",6,43,5 - 100 
4387,1155,28 maret 2020,jakarta timur,"jakarta timur, cililitan",7,43,5 - 100 
4388,1156,16 maret 2020,jakarta timur,"jakarta timur, tengah",5,0,70
4389,1157,1 maret 2020,jakarta timur,"jakarta timur, lubang buaya",12,0,20
4390,1158,1 maret 2020,jakarta timur,"jakarta timur, pondok ranggon",1,10,20 - 80 
4391,1159,16 maret 2020,jakarta timur,"jakarta timur, cilangkap",3,0,10 - 40 
4392,1159,16 maret 2020,jakarta timur,"jakarta timur, cilangkap",4,0,10 - 40 
4393,1159,16 maret 2020,jakarta timur,"jakarta timur, cilangkap",5,0,10 - 40 
4394,1159,16 maret 2020,jakarta timur,"jakarta timur, cilangkap",6,0,10 - 40 
4395,1160,1 maret 2020,jakarta timur,"jakarta timur, cakung timur",1,207,10 - 60 
4396,1160,1 maret 2020,jakarta timur,"jakarta timur, cakung timur",5,207,10 - 60 
4397,1160,1 maret 2020,jakarta timur,"jakarta timur, cakung timur",6,207,10 - 60 
4398,1160,1 maret 2020,jakarta timur,"jakarta timur, cakung timur",9,207,10 - 60 
4399,1160,1 maret 2020,jakarta timur,"jakarta timur, cakung timur",10,207,10 - 60 
4400,1160,1 maret 2020,jakarta timur,"jakarta timur, cakung timur",12,207,10 - 60 
4401,1161,2 maret 2020,jakarta timur,"jakarta timur, cakung timur",1,207,10 - 60 
4402,1161,2 maret 2020,jakarta timur,"jakarta timur, cakung timur",5,207,10 - 60 
4403,1161,2 maret 2020,jakarta timur,"jakarta timur, cakung timur",6,207,10 - 60 
4404,1161,2 maret 2020,jakarta timur,"jakarta timur, cakung timur",9,207,10 - 60 
4405,1161,2 maret 2020,jakarta timur,"jakarta timur, cakung timur",10,207,10 - 60 
4406,1161,2 maret 2020,jakarta timur,"jakarta timur, cakung timur",12,207,10 - 60 
4407,1162,1 maret 2020,jakarta timur,"jakarta timur, cibubur",3,100,20 - 100 
4408,1163,2 maret 2020,jakarta timur,"jakarta timur, ciracas",3,0,30 - 40 
4409,1164,1 maret 2020,jakarta timur,"jakarta timur, pekayon",7,0,20 - 100 
4410,1165,16 maret 2020,jakarta timur,"jakarta timur, kalisari",10,0,70
4411,1166,1 maret 2020,jakarta timur,"jakarta timur, cipinang melayu",3,1598,10 - 100 
4412,1166,1 maret 2020,jakarta timur,"jakarta timur, cipinang melayu",4,1598,10 - 100 
4413,1167,16 maret 2020,jakarta timur,"jakarta timur, cipinang melayu",3,1598,10 - 100 
4414,1167,16 maret 2020,jakarta timur,"jakarta timur, cipinang melayu",4,1598,10 - 100 
4415,1168,16 maret 2020,jakarta timur,"jakarta timur, pinang ranti",4,0,10 - 15 
4416,1169,16 maret 2020,jakarta timur,"jakarta timur, makasar",5,850,10 - 20 
4417,1169,16 maret 2020,jakarta timur,"jakarta timur, makasar",7,850,10 - 20 
4418,1170,2 maret 2020,jakarta timur,"jakarta timur, pondok bambu",4,0,20 - 30 
4419,1171,15 april 2020,jakarta utara,"jakarta utara, pluit",1,0,10 s.d. 30 
4420,1172,6 april 2020,jakarta barat,"jakarta barat, sukabumi selatan",1,0,10 s.d. 90 
4421,1172,6 april 2020,jakarta barat,"jakarta barat, sukabumi selatan",2,0,10 s.d. 90 
4422,1172,6 april 2020,jakarta barat,"jakarta barat, sukabumi selatan",4,0,10 s.d. 90 
4423,1172,6 april 2020,jakarta barat,"jakarta barat, sukabumi selatan",5,0,10 s.d. 90 
4424,1172,6 april 2020,jakarta barat,"jakarta barat, sukabumi selatan",7,0,10 s.d. 90 
4425,1172,6 april 2020,jakarta barat,"jakarta barat, sukabumi selatan",8,0,10 s.d. 90 
4426,1173,30 april 2020,jakarta barat,"jakarta barat, sukabumi selatan",1,0,10 s.d. 90 
4427,1173,30 april 2020,jakarta barat,"jakarta barat, sukabumi selatan",2,0,10 s.d. 90 
4428,1173,30 april 2020,jakarta barat,"jakarta barat, sukabumi selatan",4,0,10 s.d. 90 
4429,1173,30 april 2020,jakarta barat,"jakarta barat, sukabumi selatan",5,0,10 s.d. 90 
4430,1173,30 april 2020,jakarta barat,"jakarta barat, sukabumi selatan",7,0,10 s.d. 90 
4431,1173,30 april 2020,jakarta barat,"jakarta barat, sukabumi selatan",8,0,10 s.d. 90 
4432,1174,27 april 2020,jakarta barat,"jakarta barat, kedoya selatan",3,0,20 s.d. 30 
4433,1174,27 april 2020,jakarta barat,"jakarta barat, kedoya selatan",5,0,20 s.d. 30 
4434,1175,6 april 2020,jakarta barat,"jakarta barat, cengkareng barat",10,0,15
4435,1176,6 april 2020,jakarta barat,"jakarta barat, rawa buaya",2,0,20
4436,1176,6 april 2020,jakarta barat,"jakarta barat, rawa buaya",4,0,20
4437,1176,6 april 2020,jakarta barat,"jakarta barat, rawa buaya",8,0,20
4438,1177,27 april 2020,jakarta barat,"jakarta barat, rawa buaya",2,0,20
4439,1177,27 april 2020,jakarta barat,"jakarta barat, rawa buaya",4,0,20
4440,1177,27 april 2020,jakarta barat,"jakarta barat, rawa buaya",8,0,20
4441,1178,6 april 2020,jakarta barat,"jakarta barat, kembangan utara",1,65,10 s.d. 60 
4442,1178,6 april 2020,jakarta barat,"jakarta barat, kembangan utara",4,65,10 s.d. 60 
4443,1178,6 april 2020,jakarta barat,"jakarta barat, kembangan utara",5,65,10 s.d. 60 
4444,1178,6 april 2020,jakarta barat,"jakarta barat, kembangan utara",10,65,10 s.d. 60 
4445,1179,27 april 2020,jakarta barat,"jakarta barat, kembangan utara",1,65,10 s.d. 60 
4446,1179,27 april 2020,jakarta barat,"jakarta barat, kembangan utara",4,65,10 s.d. 60 
4447,1179,27 april 2020,jakarta barat,"jakarta barat, kembangan utara",5,65,10 s.d. 60 
4448,1179,27 april 2020,jakarta barat,"jakarta barat, kembangan utara",10,65,10 s.d. 60 
4449,1180,6 april 2020,jakarta barat,"jakarta barat, srengseng",5,0,15 s.d. 20 
4450,1180,6 april 2020,jakarta barat,"jakarta barat, srengseng",8,0,15 s.d. 20 
4451,1181,6 april 2020,jakarta barat,"jakarta barat, kembangan selatan",1,0,50
4452,1181,6 april 2020,jakarta barat,"jakarta barat, kembangan selatan",5,0,50
4453,1182,27 april 2020,jakarta barat,"jakarta barat, kembangan selatan",1,0,50
4454,1182,27 april 2020,jakarta barat,"jakarta barat, kembangan selatan",5,0,50
4455,1183,5 april 2020,jakarta selatan,"jakarta selatan, cipedak",4,0,50
4456,1183,5 april 2020,jakarta selatan,"jakarta selatan, cipedak",5,0,50
4457,1184,10 april 2020,jakarta selatan,"jakarta selatan, jagakarsa",3,0,40
4458,1185,5 april 2020,jakarta selatan,"jakarta selatan, cilandak timur",1,0,10 s.d. 80 
4459,1185,5 april 2020,jakarta selatan,"jakarta selatan, cilandak timur",3,0,10 s.d. 80 
4460,1186,10 april 2020,jakarta selatan,"jakarta selatan, cilandak timur",1,0,10 s.d. 80 
4461,1186,10 april 2020,jakarta selatan,"jakarta selatan, cilandak timur",3,0,10 s.d. 80 
4462,1187,13 april 2020,jakarta selatan,"jakarta selatan, cilandak timur",1,0,10 s.d. 80 
4463,1187,13 april 2020,jakarta selatan,"jakarta selatan, cilandak timur",3,0,10 s.d. 80 
4464,1188,26 april 2020,jakarta selatan,"jakarta selatan, cilandak timur",1,0,10 s.d. 80 
4465,1188,26 april 2020,jakarta selatan,"jakarta selatan, cilandak timur",3,0,10 s.d. 80 
4466,1189,27 april 2020,jakarta selatan,"jakarta selatan, cilandak timur",1,0,10 s.d. 80 
4467,1189,27 april 2020,jakarta selatan,"jakarta selatan, cilandak timur",3,0,10 s.d. 80 
4468,1190,13 april 2020,jakarta selatan,"jakarta selatan, ragunan",9,0,30
4469,1191,18 april 2020,jakarta selatan,"jakarta selatan, pejaten timur",5,0,10 s.d. 30 
4470,1191,18 april 2020,jakarta selatan,"jakarta selatan, pejaten timur",8,0,10 s.d. 30 
4471,1192,19 april 2020,jakarta selatan,"jakarta selatan, pejaten timur",5,0,10 s.d. 30 
4472,1192,19 april 2020,jakarta selatan,"jakarta selatan, pejaten timur",8,0,10 s.d. 30 
4473,1193,29 april 2020,jakarta selatan,"jakarta selatan, pejaten timur",5,0,10 s.d. 30 
4474,1193,29 april 2020,jakarta selatan,"jakarta selatan, pejaten timur",8,0,10 s.d. 30 
4475,1194,27 april 2020,jakarta selatan,"jakarta selatan, jati padang",2,0,15 s.d. 70 
4476,1194,27 april 2020,jakarta selatan,"jakarta selatan, jati padang",3,0,15 s.d. 70 
4477,1194,27 april 2020,jakarta selatan,"jakarta selatan, jati padang",5,0,15 s.d. 70 
4478,1194,27 april 2020,jakarta selatan,"jakarta selatan, jati padang",6,0,15 s.d. 70 
4479,1195,29 april 2020,jakarta selatan,"jakarta selatan, jati padang",2,0,15 s.d. 70 
4480,1195,29 april 2020,jakarta selatan,"jakarta selatan, jati padang",3,0,15 s.d. 70 
4481,1195,29 april 2020,jakarta selatan,"jakarta selatan, jati padang",5,0,15 s.d. 70 
4482,1195,29 april 2020,jakarta selatan,"jakarta selatan, jati padang",6,0,15 s.d. 70 
4483,1196,30 april 2020,jakarta selatan,"jakarta selatan, pejaten barat",4,0,10 s.d. 30 
4484,1196,30 april 2020,jakarta selatan,"jakarta selatan, pejaten barat",7,0,10 s.d. 30 
4485,1196,30 april 2020,jakarta selatan,"jakarta selatan, pejaten barat",8,0,10 s.d. 30 
4486,1197,6 april 2020,jakarta selatan,"jakarta selatan, pondok pinang",5,0,30 s.d. 40 
4487,1197,6 april 2020,jakarta selatan,"jakarta selatan, pondok pinang",8,0,30 s.d. 40 
4488,1198,26 april 2020,jakarta selatan,"jakarta selatan, pondok pinang",5,0,30 s.d. 40 
4489,1198,26 april 2020,jakarta selatan,"jakarta selatan, pondok pinang",8,0,30 s.d. 40 
4490,1199,29 april 2020,jakarta selatan,"jakarta selatan, pondok pinang",5,0,30 s.d. 40 
4491,1199,29 april 2020,jakarta selatan,"jakarta selatan, pondok pinang",8,0,30 s.d. 40 
4492,1200,30 april 2020,jakarta selatan,"jakarta selatan, kebayoran lama selatan",3,0,30
4493,1200,30 april 2020,jakarta selatan,"jakarta selatan, kebayoran lama selatan",4,0,30
4494,1201,6 april 2020,jakarta selatan,"jakarta selatan, kebon baru",5,0,15 s.d. 30 
4495,1201,6 april 2020,jakarta selatan,"jakarta selatan, kebon baru",6,0,15 s.d. 30 
4496,1201,6 april 2020,jakarta selatan,"jakarta selatan, kebon baru",10,0,15 s.d. 30 
4497,1201,6 april 2020,jakarta selatan,"jakarta selatan, kebon baru",12,0,15 s.d. 30 
4498,1202,15 april 2020,jakarta selatan,"jakarta selatan, kebon baru",5,0,15 s.d. 30 
4499,1202,15 april 2020,jakarta selatan,"jakarta selatan, kebon baru",6,0,15 s.d. 30 
4500,1202,15 april 2020,jakarta selatan,"jakarta selatan, kebon baru",10,0,15 s.d. 30 
4501,1202,15 april 2020,jakarta selatan,"jakarta selatan, kebon baru",12,0,15 s.d. 30 
4502,1203,29 april 2020,jakarta selatan,"jakarta selatan, kebon baru",5,0,15 s.d. 30 
4503,1203,29 april 2020,jakarta selatan,"jakarta selatan, kebon baru",6,0,15 s.d. 30 
4504,1203,29 april 2020,jakarta selatan,"jakarta selatan, kebon baru",10,0,15 s.d. 30 
4505,1203,29 april 2020,jakarta selatan,"jakarta selatan, kebon baru",12,0,15 s.d. 30 
4506,1204,29 april 2020,jakarta selatan,"jakarta selatan, tebet barat",7,0,40
4507,1205,6 april 2020,jakarta selatan,"jakarta selatan, kuningan barat",4,0,10 s.d. 30 
4508,1205,6 april 2020,jakarta selatan,"jakarta selatan, kuningan barat",5,0,10 s.d. 30 
4509,1206,29 april 2020,jakarta selatan,"jakarta selatan, bangka",1,0,10 s.d. 90 
4510,1206,29 april 2020,jakarta selatan,"jakarta selatan, bangka",2,0,10 s.d. 90 
4511,1206,29 april 2020,jakarta selatan,"jakarta selatan, bangka",3,0,10 s.d. 90 
4512,1206,29 april 2020,jakarta selatan,"jakarta selatan, bangka",4,0,10 s.d. 90 
4513,1207,30 april 2020,jakarta selatan,"jakarta selatan, bangka",1,0,10 s.d. 90 
4514,1207,30 april 2020,jakarta selatan,"jakarta selatan, bangka",2,0,10 s.d. 90 
4515,1207,30 april 2020,jakarta selatan,"jakarta selatan, bangka",3,0,10 s.d. 90 
4516,1207,30 april 2020,jakarta selatan,"jakarta selatan, bangka",4,0,10 s.d. 90 
4517,1208,29 april 2020,jakarta selatan,"jakarta selatan, pela mampang",1,0,20 s.d. 50 
4518,1208,29 april 2020,jakarta selatan,"jakarta selatan, pela mampang",3,0,20 s.d. 50 
4519,1209,26 april 2020,jakarta selatan,"jakarta selatan, lebak bulus",4,10,50 s.d. 70 
4520,1209,26 april 2020,jakarta selatan,"jakarta selatan, lebak bulus",8,10,50 s.d. 70 
4521,1210,27 april 2020,jakarta selatan,"jakarta selatan, cipete selatan",7,0,50
4522,1211,27 april 2020,jakarta selatan,"jakarta selatan, gandaria selatan",7,0,30 s.d. 80 
4523,1212,29 april 2020,jakarta selatan,"jakarta selatan, duren tiga",5,0,20 s.d. 50 
